hp_per_weight,mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
0.03779786359901397,37.0,4,119.0,92.0,2434,15.0,80,japan,datsun 510 hatchback
0.033112582781456956,32.2,4,108.0,75.0,2265,15.2,80,japan,toyota corolla
0.030805687203791468,46.6,4,86.0,65.0,2110,17.9,80,japan,mazda glc
0.0375,27.9,4,156.0,105.0,2800,14.4,80,usa,dodge colt
0.030805687203791468,40.8,4,85.0,65.0,2110,19.2,80,japan,datsun 210
0.02302158273381295,44.3,4,90.0,48.0,2085,21.7,80,europe,vw rabbit c (diesel)
0.020556745182012847,43.4,4,90.0,48.0,2335,23.7,80,europe,vw dasher (diesel)
0.02271186440677966,36.4,5,121.0,67.0,2950,19.9,80,europe,audi 5000s (diesel)
0.020615384615384615,30.0,4,146.0,67.0,3250,21.8,80,europe,mercedes-benz 240d
0.036216216216216214,44.6,4,91.0,67.0,1850,13.8,80,japan,honda civic 1500 gl
,40.9,4,85.0,,1835,17.3,80,europe,renault lecar deluxe
0.031235431235431235,33.8,4,97.0,67.0,2145,18.0,80,japan,subaru dl
0.03360433604336043,29.8,4,89.0,62.0,1845,15.3,80,europe,vokswagen rabbit
0.04536082474226804,32.7,6,168.0,132.0,2910,11.4,80,japan,datsun 280-zx
0.04132231404958678,23.7,3,70.0,100.0,2420,12.5,80,japan,mazda rx-7 gs
0.0352,35.0,4,122.0,88.0,2500,15.1,80,europe,triumph tr7 coupe
,23.6,4,140.0,,2905,14.3,80,usa,ford mustang cobra
0.0314410480349345,32.4,4,107.0,72.0,2290,17.0,80,japan,honda accord
0.033734939759036145,27.2,4,135.0,84.0,2490,15.7,81,usa,plymouth reliant
0.031878557874762806,26.6,4,151.0,84.0,2635,16.4,81,usa,buick skylark
0.035114503816793895,25.8,4,156.0,92.0,2620,14.4,81,usa,dodge aries wagon (sw)
0.04036697247706422,23.5,6,173.0,110.0,2725,12.6,81,usa,chevrolet citation
0.03522012578616352,30.0,4,135.0,84.0,2385,12.9,81,usa,plymouth reliant
0.03304843304843305,39.1,4,79.0,58.0,1755,16.9,81,japan,toyota starlet
0.034133333333333335,39.0,4,86.0,64.0,1875,16.4,81,usa,plymouth champ
0.03409090909090909,35.1,4,81.0,60.0,1760,16.1,81,japan,honda civic 1300
0.0324455205811138,32.3,4,97.0,67.0,2065,17.8,81,japan,subaru
0.03291139240506329,37.0,4,85.0,65.0,1975,19.4,81,japan,datsun 210 mpg
0.03024390243902439,37.7,4,89.0,62.0,2050,17.3,81,japan,toyota tercel
0.03425692695214106,34.1,4,91.0,68.0,1985,16.0,81,japan,mazda glc 4
0.028442437923250564,34.7,4,105.0,63.0,2215,14.9,81,usa,plymouth horizon 4
0.03178484107579462,34.4,4,98.0,65.0,2045,16.2,81,usa,ford escort 4w
0.0273109243697479,29.9,4,98.0,65.0,2380,20.7,81,usa,ford escort 2h
0.033789954337899546,33.0,4,105.0,74.0,2190,14.2,81,europe,volkswagen jetta
,34.5,4,100.0,,2320,15.8,81,europe,renault 18i
0.033936651583710405,33.7,4,107.0,75.0,2210,14.4,81,japan,honda prelude
0.031914893617021274,32.4,4,108.0,75.0,2350,16.8,81,japan,toyota corolla
0.03824091778202677,32.9,4,119.0,100.0,2615,14.8,81,japan,datsun 200sx
0.02808349146110057,31.6,4,120.0,74.0,2635,18.3,81,japan,mazda 626
0.02476780185758514,28.1,4,141.0,80.0,3230,20.4,81,europe,peugeot 505s turbo diesel
0.024050632911392405,30.7,6,145.0,76.0,3160,19.6,81,europe,volvo diesel
0.04,25.4,6,168.0,116.0,2900,12.6,81,japan,toyota cressida
0.040955631399317405,24.2,6,146.0,120.0,2930,13.8,81,japan,datsun 810 maxima
0.032210834553440704,22.4,6,231.0,110.0,3415,15.8,81,usa,buick century
0.028187919463087248,26.6,8,350.0,105.0,3725,19.0,81,usa,oldsmobile cutlass ls
0.02875816993464052,20.2,6,200.0,88.0,3060,17.1,81,usa,ford granada gl
0.024531024531024532,17.6,6,225.0,85.0,3465,16.6,81,usa,chrysler lebaron salon
0.03378119001919386,28.0,4,112.0,88.0,2605,19.6,82,usa,chevrolet cavalier
0.03333333333333333,27.0,4,112.0,88.0,2640,18.6,82,usa,chevrolet cavalier wagon
0.03674321503131524,34.0,4,112.0,88.0,2395,18.0,82,usa,chevrolet cavalier 2-door
0.03300970873786408,31.0,4,112.0,85.0,2575,16.2,82,usa,pontiac j2000 se hatchback
0.03326732673267327,29.0,4,135.0,84.0,2525,16.0,82,usa,dodge aries se
0.03290676416819013,27.0,4,151.0,90.0,2735,18.0,82,usa,pontiac phoenix
0.03211169284467714,24.0,4,140.0,92.0,2865,16.4,82,usa,ford fairmont futura
,23.0,4,151.0,,3035,20.5,82,usa,amc concord dl
0.03737373737373737,36.0,4,105.0,74.0,1980,15.3,82,europe,volkswagen rabbit l
0.03358024691358025,37.0,4,91.0,68.0,2025,18.2,82,japan,mazda glc custom l
0.03451776649746193,31.0,4,91.0,68.0,1970,17.6,82,japan,mazda glc custom
0.029647058823529412,38.0,4,105.0,63.0,2125,14.7,82,usa,plymouth horizon miser
0.03294117647058824,36.0,4,98.0,70.0,2125,17.3,82,usa,mercury lynx l
0.040740740740740744,36.0,4,120.0,88.0,2160,14.5,82,japan,nissan stanza xe
0.034013605442176874,36.0,4,107.0,75.0,2205,14.5,82,japan,honda accord
0.031180400890868598,34.0,4,108.0,70.0,2245,16.9,82,japan,toyota corolla
0.03409669211195929,38.0,4,91.0,67.0,1965,15.0,82,japan,honda civic
0.03409669211195929,32.0,4,91.0,67.0,1965,15.7,82,japan,honda civic (auto)
0.033583959899749376,38.0,4,91.0,67.0,1995,16.2,82,japan,datsun 310 gx
0.03735144312393888,25.0,6,181.0,110.0,2945,16.4,82,usa,buick century limited
0.028192371475953566,38.0,6,262.0,85.0,3015,17.0,82,usa,oldsmobile cutlass ciera (diesel)
0.035589941972920695,26.0,4,156.0,92.0,2585,14.5,82,usa,chrysler lebaron medallion
0.03950617283950617,22.0,6,232.0,112.0,2835,14.7,82,usa,ford granada l
0.03602251407129456,32.0,4,144.0,96.0,2665,13.9,82,japan,toyota celica gt
0.035443037974683546,36.0,4,135.0,84.0,2370,13.0,82,usa,dodge charger 2.2
0.030508474576271188,27.0,4,151.0,90.0,2950,17.3,82,usa,chevrolet camaro
0.03082437275985663,27.0,4,140.0,86.0,2790,15.6,82,usa,ford mustang gl
0.024413145539906103,44.0,4,97.0,52.0,2130,24.6,82,europe,vw pickup
0.036601307189542485,32.0,4,135.0,84.0,2295,11.6,82,usa,dodge rampage
0.030095238095238095,28.0,4,120.0,79.0,2625,18.6,82,usa,ford ranger
0.030147058823529412,31.0,4,119.0,82.0,2720,19.4,82,usa,chevy s-10
